node	value
GU353137	Oman
GU353145	Oman
GU353143	Oman
GU353134	Oman
GU353146	Oman
GU353141	Oman
GU353136	Oman
GU353132	Oman
GU353135	Oman
GU353144	Oman
GU353131	Oman
GU363399	India
GU363397	India
GU363414	India
MG458320	Nepal
GU371897	India
KC791852	Pakistan
HE802675	Pakistan
MF474305	India
KM492752	India
KM492748	India
MK697340	India
KX434511	India
KP723626	Pakistan
GU371888	India
KT381826	India
JX944574	Nepal
KM979366	Nepal
MF375725	India
JN258573	India
KF150743	India
KF150740	India
DQ991124	India
GU731666	India
GU936881	UnitedKingdom
KF154996	UnitedKingdom
KU534939	UnitedKingdom
JQ685981	UnitedKingdom
JX944593	Nepal
KM979374	Nepal
KU534940	Pakistan
KC565845	Bangladesh
KC565865	Bangladesh
AB699208	Bangladesh
MG011654	France
MG099711	Bangladesh
AB699215	Bangladesh
KC792223	Nepal
JX944586	Nepal
AB699213	Bangladesh
AB699219	Bangladesh
AB699212	Bangladesh
AB699218	Bangladesh
AB699210	Bangladesh
AB699220	Bangladesh
AB699217	Bangladesh
AB699214	Bangladesh
AB699209	Bangladesh
AB699216	Bangladesh
JX944567	Nepal
HQ166017	Bhutan
HQ166004	Bhutan
HQ166022	Bhutan
HQ166010	Bhutan
HQ166019	Bhutan
HQ166013	Bhutan
HQ166024	Bhutan
HQ166015	Bhutan
HQ166023	Bhutan
HQ166016	Bhutan
HQ166020	Bhutan
HQ166005	Bhutan
HQ166018	Bhutan
HQ166002	Bhutan
HQ166021	Bhutan
AB910532	Bhutan
HQ166014	Bhutan
HQ166009	Bhutan
HQ166011	Bhutan
HQ166006	Bhutan
HQ166007	Bhutan
HQ166008	Bhutan
HQ166012	Bhutan
HE801614	Pakistan
HE802676	Pakistan
KU055516	Afghanistan
HE801616	Pakistan
MK697346	India
MF414580	India
HE801618	Pakistan
HE801612	Pakistan
KC791905	Pakistan
HE801606	Pakistan
HE801609	Pakistan
KP723580	Afghanistan
KP723576	Afghanistan
HE801613	Pakistan
HE801610	Pakistan
HE801607	Pakistan
HE801615	Pakistan
HE801608	Pakistan
KF150745	India
KF150744	India
KC791853	Pakistan
HE801611	Pakistan
KC791985	Afghanistan
KC791996	Afghanistan
JX987719	Afghanistan
KF992019	Afghanistan
MK760761	Iran
EU086162	Afghanistan
KC792238	USA
KC791994	Afghanistan
KC791998	Afghanistan
EU086128	Afghanistan
JX987736	Afghanistan
KU055518	Afghanistan
EU086211	Afghanistan
KP723578	Afghanistan
KX148227	Afghanistan
KC791976	Afghanistan
HE801617	Pakistan
KC791997	Afghanistan
MF474306	India
JQ845907	Italy
KP723627	Pakistan
KX434518	India
KX434517	India
HQ116830	Afghanistan
KP723575	Afghanistan
KP723582	Afghanistan
KP723577	Afghanistan
JX987739	Afghanistan
KP723579	Afghanistan
KP723581	Afghanistan
GU992304	Afghanistan
KC791999	Afghanistan
KC791981	Afghanistan
KC792000	Afghanistan
JX987723	Afghanistan
JX987720	Afghanistan
KC791974	Afghanistan
KC791973	Afghanistan
KX148226	Afghanistan
KU055520	Afghanistan
KU055507	Afghanistan
KX148225	Afghanistan
JX987718	Afghanistan
KU888645	Afghanistan
GU815996	Afghanistan
KP723628	Pakistan
JX987735	Afghanistan
EU086212	Afghanistan
KP723629	Pakistan
DQ146162	UnitedKingdom
KC792224	Nepal
JX944587	Nepal
KC792233	Nepal
MN534895	Nepal
JX944585	Nepal
JX987726	Nepal
JX944589	Nepal
JX944580	Nepal
KM979371	Nepal
KM979368	Nepal
KM979367	Nepal
KM979373	Nepal
KM979370	Nepal
KC792226	Nepal
KM979372	Nepal
KC792225	Nepal
JX987725	Nepal
KC792222	Nepal
JX944583	Nepal
KC792227	Nepal
JX987727	Nepal
KC792229	Nepal
KC792228	Nepal
KM979369	Nepal
KC792236	Nepal
KC792235	Nepal
JX944577	Nepal
JX944592	Nepal
JX944581	Nepal
JX944582	Nepal
JX944590	Nepal
JX944591	Nepal
JX944599	Nepal
JX944566	Nepal
JX944570	Nepal
JX944568	Nepal
JX987742	Nepal
KM979363	Nepal
KM979359	Nepal
KM979365	Nepal
KM979364	Nepal
KM979361	Nepal
KM979360	Nepal
KM979362	Nepal
JX944571	Nepal
JX944572	Nepal
JX944601	Nepal
HQ913571	Nepal
JX987738	Nepal
JX987741	Nepal
JX944598	Nepal
JX944602	Nepal
JX987722	Nepal
JX944579	Nepal
JX944573	Nepal
JX944596	Nepal
JX944600	Nepal
JX987743	Nepal
EU086196	Nepal
EU086197	Nepal
EU086198	Nepal
AY854598	Nepal
KU739036	Italy
JX944584	Nepal
KC792232	Nepal
HQ913570	Nepal
JX944565	Nepal
KX148228	Nepal
EU086153	Nepal
EU086154	Nepal
KU055587	Nepal
KU055586	Nepal
KF831534	Nepal
EU836832	Italy
KF831559	Nepal
AY854597	Nepal
MK760735	Iran
MK760729	Iran
MK760702	Iran
KP723593	Iran
MN233942	Canada
MN233946	Canada
MN234002	Canada
MN234052	Canada
MN234015	Canada
MN234044	Canada
MN233999	Canada
MN234004	Canada
MN234040	Canada
MN234035	Canada
KU198479	Canada
MN233998	Canada
KU198477	Canada
MN233973	Canada
MN233944	Canada
MN234012	Canada
MN234008	Canada
MN234010	Canada
MN234047	Canada
MN233991	Canada
MN234045	Canada
MN233985	Canada
LM645017	Greenland
LM645015	Greenland
LM645016	Greenland
MN234029	Canada
MN233922	Canada
JN258498	Canada
JN258443	Canada
MN233903	Canada
JN258483	Canada
JN258470	Canada
MN233976	Canada
MN233894	Canada
MN233883	Canada
MN233884	Canada
MN384720	Russia
MN233896	Canada
MN233892	Canada
MN233891	Canada
MN234032	Canada
JN258452	Canada
MN233982	Canada
MN234021	Canada
MN233975	Canada
LM645027	Greenland
LM645020	Greenland
KC792172	USA
KC792180	USA
KU198476	Canada
MN233890	Canada
MN233921	Canada
MN233920	Canada
MN234022	Canada
JN258495	Canada
JN258499	Canada
KU198466	Canada
JN258496	Canada
DQ275552	Greenland
MN234013	Canada
MN233912	Canada
MN233956	Canada
MN233959	Canada
DQ275551	Greenland
JN258515	Greenland
MN233952	Canada
JN258505	Greenland
JN258519	Greenland
JN258510	Greenland
JN258516	Greenland
JN258507	Greenland
JN258506	Greenland
JN258514	Greenland
JN258522	Greenland
JN258504	Greenland
JN258521	Greenland
JN258513	Greenland
JN258508	Greenland
JN258520	Greenland
JN258517	Greenland
JN258509	Greenland
JN258523	Greenland
JN258511	Greenland
JN258512	Greenland
MN234017	Canada
MN233955	Canada
JN258494	Canada
MN233914	Canada
MN233913	Canada
JN258493	Canada
MN234019	Canada
JN258488	Canada
JN258490	Canada
KX036366	Greenland
JN258436	Canada
MK541010	Canada
MK541008	Canada
MK540989	Canada
MK540995	Canada
MK540976	Canada
MK540975	Canada
MK540940	Canada
MK540945	Canada
MK540990	Canada
MK540949	Canada
MK540991	Canada
MK540987	Canada
MK540969	Canada
MK540958	Canada
MK540917	Canada
MK540912	Canada
MK540914	Canada
MK540927	Canada
MK540992	Canada
MK540965	Canada
MK540967	Canada
MK540921	Canada
MK540930	Canada
MK540964	Canada
MK540966	Canada
MK540972	Canada
MK540950	Canada
MK540920	Canada
MK540979	Canada
MK540984	Canada
MK540947	Canada
MK540971	Canada
MK540957	Canada
MK540938	Canada
MK540932	Canada
MK540977	Canada
MK540911	Canada
MK540902	Canada
MK540919	Canada
MK540900	Canada
MK540907	Canada
MK540899	Canada
DQ118245	Canada
MK540901	Canada
MK540894	Canada
MK540905	Canada
MK540891	Canada
MK540892	Canada
MK540903	Canada
KU198465	Canada
MK540896	Canada
KC792157	USA
KC791814	USA
KC792184	USA
KC792170	USA
KC792175	USA
KX954123	Russia
MG869104	Russia
MG869103	Russia
KU198461	Canada
KU899138	Russia
KU198464	Canada
KX148105	Greenland
JX987731	Greenland
JX987745	Greenland
JX987730	Greenland
KC791889	USA
MN234051	Canada
KU198478	Canada
MN234005	Canada
MN233996	Canada
MN233995	Canada
MN384717	Russia
KR054369	Svalbard
KR054367	Svalbard
MH823815	Svalbard
MN384719	Russia
MH823814	Svalbard
KC792177	USA
KY002910	Russia
JN258418	USA
DQ010132	Greenland
KX036361	Greenland
LM645039	Greenland
LM645042	Greenland
LM645040	Greenland
LM645041	Greenland
LM645044	Greenland
LM645043	Greenland
LM645056	Greenland
LM645048	Greenland
LM645046	Greenland
LM645047	Greenland
LM645050	Greenland
LM645049	Greenland
LM645045	Greenland
LM645054	Greenland
LM645053	Greenland
LM645051	Greenland
LM645052	Greenland
LM645055	Greenland
LM645037	Greenland
JN258476	Canada
LM645032	Greenland
LM645019	Greenland
LM645033	Greenland
LM645038	Greenland
LM645035	Greenland
LM645036	Greenland
LM645034	Greenland
LM645023	Greenland
LM645028	Greenland
LM645025	Greenland
LM645021	Greenland
KX036364	Greenland
JN258486	Canada
DQ010148	Greenland
DQ010146	Greenland
LM645024	Greenland
LM645018	Greenland
LM645022	Greenland
LM645030	Greenland
LM645029	Greenland
LM645031	Greenland
KX036365	Greenland
LM645026	Greenland
KX036367	Greenland
DQ275553	Greenland
DQ275554	Greenland
KX036363	Greenland
KX036362	Greenland
DQ521213	Greenland
JN258503	Greenland
DQ010141	Greenland
DQ010135	Greenland
JN258502	Greenland
JN258501	Greenland
AY854602	Greenland
DQ010147	Greenland
DQ010143	Greenland
DQ010124	Canada
DQ010131	Russia
DQ010134	Greenland
DQ010139	Greenland
DQ010137	Greenland
DQ010140	Greenland
DQ010136	Greenland
DQ010142	Greenland
DQ010145	Greenland
DQ010144	Greenland
DQ010138	Greenland
DQ010133	Greenland
FR798947	Svalbard
KY002892	Russia
KY002891	Russia
KY002890	Russia
KR054368	Svalbard
KR054370	Svalbard
JN258437	Canada
JN258457	Canada
JN258431	USA
JN258592	USA
KY002904	Russia
DQ010127	Russia
DQ010125	Russia
JN258586	USA
JN258419	USA
JN258417	USA
JN258432	USA
KF831556	Canada
KF831530	Canada
KF831561	Canada
HQ197975	SouthKorea
HQ197968	SouthKorea
HQ197969	SouthKorea
HQ197966	SouthKorea
HQ197967	SouthKorea
HQ197971	SouthKorea
HQ197970	SouthKorea
HQ197960	SouthKorea
HQ197963	SouthKorea
HQ197976	SouthKorea
HQ197972	SouthKorea
HQ197973	SouthKorea
HQ197959	SouthKorea
HQ197964	SouthKorea
HQ197961	SouthKorea
HQ197965	SouthKorea
HQ197957	SouthKorea
GU937027	SouthKorea
GU937025	SouthKorea
KF709070	SouthKorea
KF709069	SouthKorea
GU937034	SouthKorea
GU937031	SouthKorea
KJ476820	SouthKorea
GU937030	SouthKorea
KF709074	SouthKorea
KF709071	SouthKorea
KF709073	SouthKorea
KF709072	SouthKorea
KF709075	SouthKorea
KF437635	SouthKorea
KF437642	SouthKorea
KF437641	SouthKorea
KF437639	SouthKorea
KF437637	SouthKorea
KF437640	SouthKorea
KF437633	SouthKorea
KF437652	SouthKorea
KF437634	SouthKorea
KF437654	SouthKorea
KF437643	SouthKorea
KF437647	SouthKorea
KF437651	SouthKorea
KF437646	SouthKorea
KF437650	SouthKorea
KF437649	SouthKorea
KF437653	SouthKorea
KF437636	SouthKorea
KF437645	SouthKorea
KF437644	SouthKorea
KF437638	SouthKorea
KF437648	SouthKorea
KF709078	SouthKorea
KF709080	SouthKorea
KF709077	SouthKorea
KF709079	SouthKorea
KF709082	SouthKorea
KF709081	SouthKorea
KF709076	SouthKorea
GU937024	SouthKorea
KJ476819	SouthKorea
GU937029	SouthKorea
GU937028	SouthKorea
GU937032	SouthKorea
GU937033	SouthKorea
GU937026	SouthKorea
GU937044	SouthKorea
DQ076098	SouthKorea
DQ076097	SouthKorea
HQ197962	SouthKorea
HQ197958	SouthKorea
DQ076096	SouthKorea
GU937037	SouthKorea
DQ076094	SouthKorea
DQ076095	SouthKorea
DQ076093	SouthKorea
JN786917	SouthKorea
JN786916	SouthKorea
JN786936	SouthKorea
KC171643	SouthKorea
KF437659	SouthKorea
KF709092	SouthKorea
KF709090	SouthKorea
KF709096	SouthKorea
KF709095	SouthKorea
KF437663	SouthKorea
KF437661	SouthKorea
KF437660	SouthKorea
KF709093	SouthKorea
KF709091	SouthKorea
KF437662	SouthKorea
KF437658	SouthKorea
KF437657	SouthKorea
KF437665	SouthKorea
KF437664	SouthKorea
KF709094	SouthKorea
KF437656	SouthKorea
KF437655	SouthKorea
KF709084	SouthKorea
KF709088	SouthKorea
KJ476822	SouthKorea
KF709083	SouthKorea
KF709087	SouthKorea
KF709089	SouthKorea
KF709086	SouthKorea
KF709085	SouthKorea
GU937041	SouthKorea
GU937040	SouthKorea
GU937045	SouthKorea
GU937042	SouthKorea
GU937043	SouthKorea
GU937036	SouthKorea
GU937038	SouthKorea
GU937035	SouthKorea
GU937039	SouthKorea
JN786921	SouthKorea
JN786926	SouthKorea
JN786934	SouthKorea
JN786938	SouthKorea
JN786920	SouthKorea
JN786929	SouthKorea
JN786932	SouthKorea
JN786924	SouthKorea
JN786923	SouthKorea
JN786937	SouthKorea
JN786925	SouthKorea
JN786928	SouthKorea
JN786927	SouthKorea
JN786933	SouthKorea
JN786931	SouthKorea
JN786930	SouthKorea
JN786918	SouthKorea
JN786915	SouthKorea
JN786922	SouthKorea
JN786935	SouthKorea
JN786919	SouthKorea
DQ076125	SouthKorea
KC171644	SouthKorea
DQ076129	SouthKorea
DQ076130	SouthKorea
DQ076126	SouthKorea
DQ076127	SouthKorea
DQ076128	SouthKorea
KJ476821	SouthKorea
DQ076099	SouthKorea
DQ076131	SouthKorea
KC171645	SouthKorea
DQ076103	SouthKorea
DQ076102	SouthKorea
DQ076101	SouthKorea
DQ076100	SouthKorea
DQ076104	SouthKorea
DQ076124	SouthKorea
DQ076122	SouthKorea
DQ076121	SouthKorea
DQ076105	SouthKorea
DQ076123	SouthKorea
DQ076120	SouthKorea
DQ076119	SouthKorea
MN642582	China
KT895592	China
KU954770	China
KY860613	Russia
MN642581	China
MN384722	Russia
JQ685983	Russia
KY997452	China
KY952219	China
KY175230	China
DQ521241	India
DQ521240	India
DQ521237	India
DQ521239	India
AB571004	Mongolia
EU888654	Nigeria
FJ435702	Nigeria
EU888705	Nigeria
FJ435706	Nigeria
EU888691	Nigeria
EU888657	Nigeria
EU888711	Nigeria
EU888672	Nigeria
EU888686	Nigeria
EU888716	Nigeria
EU888728	Nigeria
EU888725	Nigeria
EU888718	Nigeria
EU888651	Nigeria
EU888673	Nigeria
FJ435695	Nigeria
EU888687	Nigeria
EU888726	Nigeria
EU888684	Nigeria
EU888707	Nigeria
FJ435699	Nigeria
EU888667	Nigeria
EU888715	Nigeria
EU888694	Nigeria
EU888644	Nigeria
EU038091	Nigeria
EU888723	Nigeria
EU888646	Nigeria
EU888698	Nigeria
EU888676	Nigeria
EU888719	Nigeria
EU888661	Nigeria
MF773578	Nigeria
MK144832	Nigeria
MK144831	Nigeria
EU888669	Nigeria
FJ435701	Nigeria
EU038104	Nigeria
KX874612	Nigeria
MF773576	Nigeria
MF773571	Nigeria
FJ435698	Nigeria
EU888652	Nigeria
FJ435704	Nigeria
EU038105	Nigeria
EU888710	Nigeria
EU888690	Nigeria
EU038100	Nigeria
EU888662	Nigeria
EU038101	Nigeria
EU038103	Nigeria
EU888722	Nigeria
EU888713	Nigeria
EU888681	Nigeria
EU888708	Nigeria
EU888712	Nigeria
MK144830	Nigeria
EU038102	Nigeria
EU888683	Nigeria
EU888664	Nigeria
EU888700	Nigeria
EU038094	Nigeria
EU038095	Nigeria
EU888724	Nigeria
EU888666	Nigeria
EU888682	Nigeria
EU888649	Nigeria
EU038093	Nigeria
KX874613	Nigeria
MF773572	Nigeria
FJ435700	Nigeria
MF773575	Nigeria
EU888671	Nigeria
EU888680	Nigeria
EU888653	Nigeria
EU888658	Nigeria
EU888706	Nigeria
EU888668	Nigeria
KX874609	Nigeria
EU888702	Nigeria
EU038090	Nigeria
EU038088	Nigeria
EU888665	Nigeria
FJ435697	Nigeria
EU888727	Nigeria
EU038089	Nigeria
MF773573	Nigeria
KX874610	Nigeria
EU888655	Nigeria
EU888699	Nigeria
EU888670	Nigeria
EU888697	Nigeria
EU888689	Nigeria
EU888692	Nigeria
EU888688	Nigeria
EU888695	Nigeria
EU888685	Nigeria
EU888693	Nigeria
EU888721	Nigeria
EU038087	Nigeria
FJ435696	Nigeria
KC876040	Nigeria
EU038106	Nigeria
KX874611	Nigeria
EU038085	Nigeria
EU038084	Nigeria
EU038086	Nigeria
EU038083	Nigeria
EU038082	Nigeria
EU038092	Nigeria
EU888679	Nigeria
KF022187	Nigeria
KF022179	Nigeria
KF022184	Nigeria
KF022180	Nigeria
KF022185	Nigeria
KF022178	Nigeria
MF538630	Chad
MF577065	Chad
MF538631	Chad
MN166229	Nigeria
EU038098	Nigeria
KF022182	Nigeria
KF022174	Nigeria
EU038097	Nigeria
EU038096	Nigeria
EU888703	Nigeria
KF022183	Nigeria
KC196743	Nigeria
EU038099	Nigeria
KF022175	Nigeria
KF022177	Nigeria
KF022191	Nigeria
KF022189	Nigeria
KF022188	Nigeria
KF022173	Nigeria
MN196573	Nigeria
MN196575	Nigeria
MN196567	Nigeria
MN196568	Nigeria
MN196565	Nigeria
MN196566	Nigeria
MN196571	Nigeria
MN196569	Nigeria
MN196570	Nigeria
MN196572	Nigeria
MN196561	Nigeria
MN196560	Nigeria
MN196562	Nigeria
MN196563	Nigeria
MN196559	Nigeria
MN196558	Nigeria
MF537578	Cameroon
MF537579	Cameroon
MF537580	Cameroon
MF537577	Cameroon
MF537576	Cameroon
KF022181	Nigeria
KR080523	Nigeria
EU888701	Nigeria
EU888642	Nigeria
EU888645	Nigeria
MF773577	Nigeria
KU564988	Chad
KY124537	Chad
KU564995	Chad
KU564987	Chad
KY124539	Chad
KU564980	Chad
KU564991	Chad
KU564986	Chad
KU564983	Chad
KU564984	Chad
KU564997	Chad
KU564996	Chad
KU564998	Chad
KU564992	Chad
KY124535	Chad
KY124532	Chad
KU564982	Chad
KU564985	Chad
KU564990	Chad
KY124534	Chad
DQ275560	Chad
DQ275559	Chad
KT119784	Cameroon
KX148242	Cameroon
KF022186	Nigeria
FJ545675	Cameroon
FJ545671	Cameroon
KT119773	Cameroon
KX148243	Cameroon
KF734711	CentralAfricanRepublic
KF734732	CentralAfricanRepublic
KF734677	CentralAfricanRepublic
KT119758	CentralAfricanRepublic
KT119728	CentralAfricanRepublic
KT119759	CentralAfricanRepublic
KT119761	CentralAfricanRepublic
KT119760	CentralAfricanRepublic
KF734679	CentralAfricanRepublic
KF734719	CentralAfricanRepublic
KF734689	CentralAfricanRepublic
KF734683	CentralAfricanRepublic
KF734730	CentralAfricanRepublic
KF734692	CentralAfricanRepublic
KF734691	CentralAfricanRepublic
KF734702	CentralAfricanRepublic
KF734724	CentralAfricanRepublic
KF734695	CentralAfricanRepublic
KF734684	CentralAfricanRepublic
KF734685	CentralAfricanRepublic
KF734701	CentralAfricanRepublic
KF734733	CentralAfricanRepublic
KF734726	CentralAfricanRepublic
KF734713	CentralAfricanRepublic
KT119757	CentralAfricanRepublic
KT119766	CentralAfricanRepublic
KT119756	CentralAfricanRepublic
KT119764	CentralAfricanRepublic
KF734680	CentralAfricanRepublic
KT119769	CentralAfricanRepublic
KT119770	CentralAfricanRepublic
KT119768	CentralAfricanRepublic
KF977826	CentralAfricanRepublic
KT119763	CentralAfricanRepublic
MF538629	Chad
KU564993	Chad
KY124541	Chad
KU564999	Chad
KU564994	Chad
KY124540	Chad
KY124538	Chad
KY124533	Chad
KU564981	Chad
KU564989	Chad
KY124536	Chad
KX148241	Chad
EU853653	Chad
EU888656	Nigeria
KT119786	Chad
KT119778	Chad
KX148240	Chad
EU853652	Chad
EU853654	Niger
EU853657	Chad
EU853655	Chad
FJ545679	Niger
DQ275561	Chad
EU853656	Chad
EU888720	Nigeria
EU888717	Nigeria
KR080522	Nigeria
FJ435703	Nigeria
EU888729	Nigeria
KU055547	Cameroon
KU055546	Cameroon
KF022169	Nigeria
KF022171	Nigeria
KF022192	Nigeria
KF022190	Nigeria
KF022170	Nigeria
EU038108	Nigeria
EU888663	Nigeria
EU888675	Nigeria
EU038109	Nigeria
EU888714	Nigeria
KJ922000	Nigeria
KJ921997	Nigeria
KJ922002	Nigeria
KJ921998	Nigeria
EU888696	Nigeria
EU514575	Mauritania
EU514580	Mauritania
EU514577	Mauritania
EU514576	Mauritania
EU514579	Mauritania
EU514578	Mauritania
KU739042	Mauritania
EU853606	Mauritania
KX148236	Mauritania
EU514581	Mauritania
EU853610	Mauritania
EU853611	Mauritania
EU853609	Mauritania
KX148237	Mauritania
FJ545667	Mauritania
EU853607	Mauritania
EU853608	Mauritania
MK471248	Guinea
EU853612	Mali
EU853613	Mauritania
KP976114	Mali
KP976115	Mali
EU853600	Mali
EU853599	Mali
EU853596	Mali
EU853601	Mali
EU853597	Mali
EU853598	Mali
EU853605	Mali
KP976116	Mali
EU853604	Mali
EU853602	Mali
KP976117	Mali
MK471251	Guinea
KU055526	Mali
FJ545670	Mali
FJ545669	Mali
MH481710	Liberia
MH481708	Liberia
MH481709	Liberia
MK471249	Guinea
HM368142	Ghana
KP976120	Mali
KP976118	Mali
KP976119	Mali
KP345881	France
MN049981	Liberia
MH481711	Liberia
MH481713	Liberia
MH481712	Liberia
MN049982	Liberia
MN049983	Liberia
MK471246	Guinea
MN049979	Liberia
MN049980	Liberia
EU853620	Mali
EU853614	BurkinaFaso
KX148234	BurkinaFaso
FJ545672	BurkinaFaso
MN049984	Liberia
EU853631	Senegal
EU853630	Senegal
EU853632	Senegal
EU853634	Senegal
EU853633	Senegal
EU853635	Senegal
EU853638	Senegal
EU853639	Senegal
EU853637	Senegal
MH514970	Senegal
MH514969	Senegal
EU853636	Senegal
FJ545665	Senegal
MH514979	Senegal
MH514978	Senegal
MH514980	Senegal
MH514977	Senegal
MH514976	Senegal
EU853629	Senegal
EU853628	Senegal
MH514984	Senegal
MH514975	Senegal
MH514974	Senegal
MH514973	Senegal
EU853626	Senegal
EU853625	Senegal
EU853642	Mauritania
MH514981	Senegal
MH514972	Senegal
MH514971	Senegal
MH514985	Senegal
MH514983	Senegal
MH514982	Senegal
EU853627	Senegal
EU853641	Senegal
EU853640	Senegal
KX148239	Senegal
KX148238	Senegal
FJ545661	Senegal
EU853644	Senegal
MH514968	Senegal
EU853643	Senegal
FJ545666	Senegal
FJ545664	Mauritania
KU055556	Mauritania
KP976124	Mali
KP976126	Mali
KP976127	Mali
KP976129	Mali
KP976128	Mali
EU853623	Mali
KP976130	Mali
KP976123	Mali
EU853622	Mali
KP976125	Mali
KP976122	Mali
EU478518	BurkinaFaso
EU478492	BurkinaFaso
KP976113	Mali
EU478515	BurkinaFaso
EU478502	BurkinaFaso
EU853624	Mauritania
FJ545668	Mali
KU739038	BurkinaFaso
FJ545682	Mauritania
KU055527	Senegal
KU055550	Nigeria
KU055530	Senegal
EU478520	BurkinaFaso
EU478500	BurkinaFaso
EU827272	BurkinaFaso
EU827274	BurkinaFaso
EU478516	BurkinaFaso
EU478493	BurkinaFaso
EU478507	BurkinaFaso
EU478496	BurkinaFaso
EU478494	BurkinaFaso
EU478514	BurkinaFaso
EU827268	BurkinaFaso
EU478501	BurkinaFaso
EU478505	BurkinaFaso
EU478512	BurkinaFaso
EU827269	BurkinaFaso
EU478495	BurkinaFaso
EU888659	Nigeria
EU478498	BurkinaFaso
EU888660	Nigeria
EU478519	BurkinaFaso
EU478521	BurkinaFaso
EU478522	BurkinaFaso
EU478497	BurkinaFaso
KP976121	Mali
EU478513	BurkinaFaso
EU478506	BurkinaFaso
EU514574	Niger
EU514573	Niger
EU478509	BurkinaFaso
EU478511	BurkinaFaso
EU827270	BurkinaFaso
EU478499	BurkinaFaso
EU827271	BurkinaFaso
EU478503	BurkinaFaso
EU478523	BurkinaFaso
EU478510	BurkinaFaso
EU478504	BurkinaFaso
EU827276	BurkinaFaso
KU739043	Niger
KU739039	BurkinaFaso
KX148230	BurkinaFaso
EU853645	BurkinaFaso
EU478508	BurkinaFaso
MT370501	Benin
MT370505	Benin
MT370504	Benin
MT370502	Benin
MT370507	Benin
MT370503	Benin
MT370506	Benin
KC876039	Nigeria
EU514572	Niger
EU514571	Niger
KX148231	Niger
FJ545678	Niger
EU853649	Niger
EU827277	Niger
EU478524	BurkinaFaso
KX148229	Niger
EU478517	BurkinaFaso
EU827273	BurkinaFaso
EU827275	BurkinaFaso
KR080521	Nigeria
EU853647	Niger
EU853648	Niger
EU853646	Niger
MN196576	Nigeria
EU853650	Niger
HM368125	Ghana
HM368097	Ghana
HM368153	Ghana
HM368151	Ghana
HM368102	Ghana
HM368118	Ghana
HM368146	Ghana
HM368132	Ghana
HM368131	Ghana
HM368140	Ghana
HM368122	Ghana
HM368139	Ghana
HM368126	Ghana
FJ545674	Niger
KU055542	Niger
KU055502	Senegal
KU055521	CentralAfricanRepublic
KU055524	Senegal
KU055528	Senegal
HM368154	Ghana
HM368111	Ghana
HM368091	Ghana
HM368093	Ghana
HM368124	Ghana
HM368098	Ghana
HM368152	Ghana
HM368127	Ghana
HM368100	Ghana
HM368119	Ghana
HM368116	Ghana
HM368095	Ghana
FJ545673	Benin
KX148107	Benin
EU888648	Nigeria
EU888647	Nigeria
KU055555	Mauritania
KU055525	Mali
KU055538	BurkinaFaso
FJ545662	CentralAfricanRepublic
KT119755	CentralAfricanRepublic
EU853651	CentralAfricanRepublic
KT119754	CentralAfricanRepublic
KF734710	CentralAfricanRepublic
KF734709	CentralAfricanRepublic
KF734705	CentralAfricanRepublic
KF734703	CentralAfricanRepublic
KF734738	CentralAfricanRepublic
KF734681	CentralAfricanRepublic
KF734736	CentralAfricanRepublic
KF734706	CentralAfricanRepublic
KF734716	CentralAfricanRepublic
KF734720	CentralAfricanRepublic
KF734700	CentralAfricanRepublic
KF734715	CentralAfricanRepublic
KF734704	CentralAfricanRepublic
KF734687	CentralAfricanRepublic
KF734714	CentralAfricanRepublic
KF734686	CentralAfricanRepublic
KF734722	CentralAfricanRepublic
KF734708	CentralAfricanRepublic
KF734688	CentralAfricanRepublic
KF734698	CentralAfricanRepublic
KF734727	CentralAfricanRepublic
KF734723	CentralAfricanRepublic
KF734725	CentralAfricanRepublic
KF734682	CentralAfricanRepublic
KF734712	CentralAfricanRepublic
KF734718	CentralAfricanRepublic
KF734697	CentralAfricanRepublic
KF734707	CentralAfricanRepublic
KT119774	Cameroon
FJ545683	Chad
KT119779	Chad
KT119767	CentralAfricanRepublic
KF022176	Nigeria
KU055531	Senegal
FJ545680	Guinea
KX148244	Guinea
FJ545685	Guinea
FJ545663	Guinea
MK471250	Guinea
EU853594	Guinea
KU055552	Guinea
FJ545660	SierraLeone
EU853593	Guinea
MK471247	Guinea
EU853595	SierraLeone
KU055539	Guinea
EU853592	Senegal
EU853591	Gambia
KU055529	Senegal
KU055523	CentralAfricanRepublic
KU055522	CentralAfricanRepublic
MN857171	Philippines
LC018595	Philippines
LC018609	Philippines
AB563945	Philippines
LC018620	Philippines
LC018496	Philippines
LC068932	Philippines
MN857167	Philippines
AB563942	Philippines
LC550022	Philippines
AB683633	Philippines
AB683596	Philippines
MN726842	Philippines
LC018504	Philippines
AB563996	Philippines
MN726875	Philippines
LC018506	Philippines
LC018503	Philippines
LC018507	Philippines
AB683595	Philippines
LC018520	Philippines
AB563800	Philippines
AB683634	Philippines
LC018523	Philippines
AB733963	Philippines
AB683608	Philippines
AB683626	Philippines
AB683617	Philippines
AB683587	Philippines
AB563801	Philippines
AB563794	Philippines
AB563821	Philippines
AB563817	Philippines
AB733973	Philippines
LC018488	Philippines
AB733964	Philippines
AB563956	Philippines
LC018499	Philippines
LC018497	Philippines
AB563955	Philippines
AB563977	Philippines
AB733962	Philippines
AB683601	Philippines
AB683603	Philippines
EU086202	Philippines
AB683607	Philippines
AB563991	Philippines
